#  Timestep    No_Moles    No_Specs  O1296Si648
#  Timestep    No_Moles    No_Specs  O1296Si648
      15990           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15995           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16000           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16005           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16010           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16015           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16020           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16025           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16030           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16035           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16040           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16045           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16050           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16055           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16060           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16065           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16070           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16075           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16080           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16085           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16090           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16095           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16100           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16105           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16110           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16115           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16120           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16125           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16130           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16135           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16140           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16145           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16150           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16155           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16160           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16165           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16170           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16175           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16180           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16185           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16190           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16195           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16200           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16205           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16210           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16215           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16220           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16225           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16230           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16235           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16240           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16245           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16250           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16255           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16260           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16265           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16270           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16275           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16280           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16285           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16290           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16295           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16300           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16305           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16310           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16315           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16320           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16325           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16330           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16335           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16340           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16345           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16350           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16355           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16360           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16365           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16370           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16375           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16380           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16385           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      16390           1           1           1
